draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1562,2,541300,422407,0.0014987664,0.9652,0.3584,23868,449933,2477,32812,3916,396,1958,25940,15383,362214,1839,21152,3254,291,1475,16799,142992, 83819,123198,122212,170420,74521,141508, 98943,121133,121454,175784,117112,171479,130395,168567,120179,178263,118180,180892,114332,144529, 94875,121133,121454,174997,120039,1,0,110114,157423,0.4116,0.4118,0.1,0.3,0,0.2085
1563,1,542504,428650,0.0007221748,0.9755,0.2208,20120,456422,1856,29721,3808,383,2280,27914,13669,369849,1355,20227,3111,301,1760,18378,137824, 97747,114601,138584,165520,87639,136333,111557,117079,137833,171099,133839,165048,148435,162769,137755,173653,135222,176109,131153,138570,108882,117079,137833,169736,137281,1,0,125976,152003,0.4532,0.4535,0.2,0.2,0,0.2551
1563,2,541721,421473,0.0007221748,0.9755,0.4087,25079,444896,3221,34871,4269,456,2094,26835,16239,357704,2426,22490,3555,341,1566,17152,141414, 79958,121511,117346,167244,71328,141137, 93302,118882,116040,172499,110944,168121,124024,165775,113103,174666,111800,176826,108462,142826, 90485,118882,116040,171577,113666,1,0,104630,154807,0.4033,0.4035,0.0,0.2,0,0.2551
1564,1,540571,413798,0.0028435057,0.9636,0.3431,22603,431450,3028,50010,3642,475,1963,27400,14178,343226,2238,32305,2988,346,1424,17093,146184, 70776,123331,108397,170349,61987,143222, 85936,121343,104763,175846, 94819,170565,107819,168227, 97445,177908, 96206,179083, 93428,145770, 81775,121343,104763,174326, 97943,1,0, 92157,157605,0.3690,0.3697,0.0,0.3,0,0.1978
1564,2,543654,436325,0.0028435057,0.9636,0.1667,22596,469868,2049,14582,4435,364,2411,27349,15730,384327,1543,10412,3678,296,1902,18437,133054,106930,112781,147534,162415,96980,134248,118923,114618,149109,167753,149964,162604,164640,160316,153413,170411,150815,173852,146187,135625,117592,114618,149109,166987,153004,1,0,138449,149205,0.4813,0.4812,0.3,0.3,0,0.1978
1565,1,539939,414096,0.0040093154,0.9581,0.3700,22698,430493,3023,50201,3513,478,1947,27586,14231,343216,2232,32447,2892,351,1411,17316,147861, 69232,123849,108002,171706,60861,143708, 85447,122713,102993,178160, 91757,172461,105061,169971, 94919,179780, 93617,180960, 90851,146780, 80887,122713,102993,176266, 95241,2,0, 90274,159116,0.3620,0.3629,0.0,0.3,0,0.1976
1565,2,544286,436027,0.0040093154,0.9581,0.1840,22501,470825,2054,14391,4564,361,2427,27163,15677,384337,1549,10270,3774,291,1915,18214,131377,108473,112263,147929,161057,98107,133762,119412,113248,150879,165439,153026,160708,167398,158572,155939,168539,153404,171976,148764,134616,118480,113248,150879,165047,155706,2,0,140333,147694,0.4872,0.4869,0.3,0.3,0,0.1976
1566,1,541405,422264,0.0013050797,0.9663,0.2804,20022,437659,2694,45473,4060,419,2150,28928,13553,352589,2003,30243,3334,332,1605,18605,142162, 85160,120346,122004,165557,76987,139723, 98230,118668,121713,170994,115513,165573,128615,163641,117906,173141,116286,174303,113442,141948, 95595,118668,121713,169531,118352,1,0,109585,153411,0.4167,0.4170,0.2,0.4,0,0.1586
1566,2,542820,427859,0.0013050797,0.9663,0.2043,25177,463659,2383,19119,4017,420,2224,25821,16355,374964,1778,12474,3332,310,1721,16925,137075, 92545,115766,133927,167207,81981,137747,106629,117293,132159,172605,129270,167596,143844,164903,132952,175178,130735,178632,126173,139448,103771,117293,132159,171782,132595,1,0,121021,153399,0.4410,0.4412,0.2,0.4,0,0.1586
1567,1,541940,429161,0.0003181996,0.9685,0.1842,21556,455073,2650,27201,4161,453,2469,28377,14772,369264,1999,18865,3427,356,1911,18567,137164, 93761,114438,132766,162502,84952,137373,104989,116308,131820,169372,128197,163469,142350,161770,131001,171698,129169,173727,125670,137870,104117,116308,131820,168007,131278,2,0,120467,150782,0.4441,0.4444,0.2,0.4,0,0.1586
1567,2,542285,420962,0.0003181996,0.9685,0.3940,23643,446245,2427,37391,3916,386,1905,26372,15136,358289,1782,23852,3239,286,1415,16963,142073, 83945,121674,123164,170261,74015,140097, 99870,119653,122052,174227,116586,169700,130109,166773,119856,176621,117853,179208,113945,143526, 95250,119653,122052,173306,119670,2,0,110139,156028,0.4138,0.4141,0.2,0.4,0,0.1586
1568,1,541341,424502,0.0014231363,0.9668,0.2305,24713,454289,2364,28590,3829,402,2113,25041,16018,366965,1753,18390,3183,288,1612,16293,143785, 83867,123572,121808,168640,76475,142725, 97901,121837,121000,177702,116476,172616,130472,169934,119605,180292,117335,182093,114149,144680, 95014,121837,121000,176527,119607,0,0,109908,158319,0.4098,0.4101,0.0,0.2,0,0.2580
1568,2,542884,425621,0.0014231363,0.9668,0.3236,20486,447029,2713,36002,4248,437,2261,29708,13890,360588,2028,24327,3483,354,1714,19237,135452, 93839,112540,134122,164124,82493,134745,106957,114124,132873,165897,128307,160553,141987,158610,131253,168027,129686,170843,125466,136716,104353,114124,132873,164786,131340,0,0,120698,148491,0.4484,0.4485,0.2,0.2,0,0.2580
1569,1,542108,423981,0.0000083009,0.9603,0.2219,24811,453720,2537,28513,4058,412,1989,26068,16042,365468,1892,18529,3363,304,1503,16880,136702, 88779,116406,128216,164729,79333,135396,104075,114923,127083,169659,123353,164728,137553,161643,127359,171813,124986,174998,120700,138308,100102,114923,127083,168569,126790,1,0,116143,151099,0.4346,0.4349,0.2,0.4,0,0.1586
1569,2,542117,426142,0.0000083009,0.9603,0.1592,20388,447598,2540,36079,4019,427,2385,28681,13866,362085,1889,24188,3303,338,1823,18650,142536, 88927,119706,127714,168034,79635,142074,100784,121038,126790,173939,121430,168442,134906,166901,123499,176506,122036,177937,118915,143088, 99265,121038,126790,172745,124157,1,0,114463,155711,0.4237,0.4239,0.2,0.4,0,0.1586
1570,1,539531,427627,0.0047619267,0.9782,0.2461,20462,458325,1845,24735,3831,386,2330,27617,13940,371575,1345,17159,3122,307,1816,18363,139029, 97056,116243,137309,166337,87305,137973,110165,119184,136635,173840,133704,167935,148142,165671,137513,176380,134928,178967,130871,139896,107959,119184,136635,172559,137032,1,0,125363,154156,0.4485,0.4488,0.2,0.3,0,0.2071
1570,2,544694,422496,0.0047619267,0.9782,0.5342,24737,442993,3232,39857,4246,453,2044,27132,15968,355978,2436,25558,3544,335,1510,17167,140208, 80649,119869,118621,166427,71662,139497, 94694,116777,117238,169759,111079,165234,124317,162872,113345,171938,112093,173968,108744,141500, 91408,116777,117238,168755,113916,1,0,105244,152655,0.4081,0.4083,0.1,0.3,0,0.2071
1571,1,540638,426867,0.0027199151,0.9657,0.2048,19940,451655,1841,33185,3805,387,2273,27552,13585,366191,1347,22411,3109,305,1768,18151,136627, 97880,113902,138118,163980,87979,135372,111407,115774,137993,168911,133936,162827,148528,160698,137684,171495,135315,173808,131354,137471,108846,115774,137993,167548,137363,1,0,126019,150339,0.4560,0.4562,0.2,0.2,0,0.2556
1571,2,543587,423256,0.0027199151,0.9657,0.3847,25259,449663,3236,31407,4272,452,2101,27197,16323,361362,2434,20306,3557,337,1558,17379,142610, 79825,122210,117813,168784,70989,142098, 93451,120187,115880,174688,110847,170342,123931,167845,113173,176824,111707,179127,108261,143925, 90521,120187,115880,173765,113584,1,0,104587,156471,0.4006,0.4009,0.0,0.2,0,0.2556
1572,1,543247,429243,0.0020927391,0.9782,0.2516,20137,457105,1857,29732,3815,383,2282,27936,13680,370396,1355,20236,3118,301,1762,18395,138136, 97854,114849,138787,165903,87711,136656,111683,117324,138026,171461,133974,165377,148620,163116,137900,174010,135371,176466,131292,138887,109008,117324,138026,170086,137432,0,0,126121,152330,0.4529,0.4532,0.2,0.2,0,0.2549
1572,2,540978,420880,0.0020927391,0.9782,0.4518,25062,444213,3220,34860,4262,456,2092,26813,16228,357157,2426,22481,3548,341,1564,17135,141101, 79852,121263,117144,166861,71257,140814, 93176,118638,115847,172138,110809,167792,123839,165428,112957,174308,111651,176469,108323,142509, 90359,118638,115847,171227,113516,0,0,104485,154481,0.4035,0.4037,0.0,0.2,0,0.2549
1573,1,541214,430893,0.0016574051,0.9619,0.1610,21444,459951,1886,23417,4393,406,2424,27293,14968,374392,1380,15985,3635,308,1892,18333,138062, 97987,119843,133629,163226,89820,140960,106119,120860,136938,173197,140510,169697,152924,167794,141353,177431,139132,179360,136201,140524,106889,120860,136938,173496,142024,1,0,127461,155042,0.4512,0.4508,0.2,0.4,0,0.1586
1573,2,543011,419230,0.0016574051,0.9619,0.4064,23755,441367,3191,41175,3684,433,1950,27456,14940,353161,2401,26732,3031,334,1434,17197,141176, 79719,116269,122301,169538,69148,136510, 98740,115101,116935,170402,104273,163472,119535,160750,109504,170887,107890,173575,103413,140872, 92478,115101,116935,167818,108923,1,0,103145,151768,0.4046,0.4054,0.2,0.4,0,0.1586
1574,1,541103,420927,0.0018621596,0.9695,0.4925,24895,447657,3212,31437,4255,449,2077,27121,16064,359414,2417,20302,3548,334,1540,17308,141856, 79657,121733,117378,168121,70760,141341, 93326,119434,115478,173513,110375,169184,123435,166693,112728,175649,111307,177964,107825,143262, 90282,119434,115478,172600,113134,3,0,104227,155548,0.4012,0.4015,0.0,0.2,0,0.2551
1574,2,543122,429196,0.0018621596,0.9695,0.2372,20304,453661,1865,33155,3822,390,2297,27628,13844,368139,1364,22415,3118,308,1786,18222,137382, 98049,114379,138552,164643,88208,136129,111532,116527,138395,170086,134408,163986,149024,161851,138129,172670,135715,174972,131790,138134,109085,116527,138395,168713,137813,3,0,126380,151262,0.4552,0.4554,0.2,0.2,0,0.2551
1575,1,540275,421412,0.0033895179,0.9663,0.2781,24052,448995,2425,32546,3939,396,1987,25935,15529,361380,1778,20857,3257,294,1504,16813,143173, 84232,123526,122590,171059,74545,141825, 99247,121316,121926,175746,117753,171417,131078,168574,120746,178271,118792,180880,114930,144895, 95156,121316,121926,174977,120659,1,0,110583,157578,0.4124,0.4125,0.1,0.3,0,0.2086
1575,2,543950,428711,0.0033895179,0.9663,0.2380,21147,452323,2652,32046,4138,443,2387,28814,14379,366173,2003,21860,3409,348,1822,18717,136065, 93473,112586,133340,161705,84423,135645,105611,114645,131947,167853,127030,161753,141381,159970,130112,170047,128229,172056,124685,136501,104211,114645,131947,166336,130288,1,0,120023,149232,0.4458,0.4461,0.2,0.3,0,0.2086
1576,1,543844,426167,0.0031939865,0.9581,0.2421,24814,455023,2536,29305,4033,416,1941,25776,16046,367407,1888,18993,3339,307,1457,16730,137952, 89159,117942,128115,164964,80496,136512,104472,115426,127153,169608,122710,164383,137083,161458,126598,171866,124263,174416,120382,139342,100562,115426,127153,168346,126207,1,0,116042,151453,0.4338,0.4341,0.2,0.4,0,0.1586
1576,2,540381,423956,0.0031939865,0.9581,0.2642,20385,446295,2541,35287,4044,423,2433,28973,13862,360146,1893,23724,3327,335,1869,18800,141285, 88546,118170,127815,167799,78472,140958,100387,120535,126719,173990,122073,168786,135376,167086,124260,176452,122759,178520,119233,142054, 98805,120535,126719,172967,124740,1,0,114564,155358,0.4244,0.4247,0.2,0.4,0,0.1586
1577,1,540228,415123,0.0034762157,0.9772,0.3711,21328,430233,2091,53793,3117,416,1887,27363,13311,344009,1488,34730,2544,301,1385,17355,152496, 69066,129763,105551,174422,61704,148380, 84274,128926,102933,185579, 94260,180272,106939,177555, 96737,188367, 94865,188657, 92826,151265, 80150,128926,102933,184086, 97125,1,0, 90915,165441,0.3546,0.3554,0.0,0.4,0,0.1485
1577,2,543997,435000,0.0034762157,0.9772,0.3185,23871,471085,2986,10799,4960,423,2487,27386,16597,383544,2293, 7987,4122,341,1941,18175,126741,108640,106349,150379,158342,97263,129090,120584,107035,150939,158020,150523,152897,165520,150989,154121,159952,152156,164278,146789,130131,119217,107035,150939,157227,153822,1,0,139691,141369,0.4970,0.4968,0.4,0.4,0,0.1485
1578,1,544265,424114,0.0039705781,0.9717,0.3539,24177,452689,2437,32535,3948,396,1985,26098,15590,363962,1785,20849,3261,294,1495,16878,144461, 84081,124481,122833,172399,74450,143018, 99266,122389,121990,177553,117591,173152,131016,170259,120650,179998,118712,182670,114794,146090, 95160,122389,121990,176726,120552,1,0,110537,159038,0.4100,0.4102,0.0,0.2,0,0.2587
1578,2,539960,426009,0.0039705781,0.9717,0.3219,21022,448629,2640,32057,4129,443,2389,28651,14318,363591,1996,21868,3405,348,1831,18652,134776, 93624,111631,133097,160364,84518,134452,105593,113572,131882,166046,127192,160017,141443,158284,130207,168321,128310,170265,124821,135306,104207,113572,131882,164587,130395,1,0,120069,147773,0.4483,0.4486,0.2,0.2,0,0.2587
1579,1,539731,418963,0.0043929996,0.9750,0.6009,24676,442105,3208,36206,4213,443,2060,26820,15915,354901,2412,23274,3508,330,1527,17096,140867, 78893,120829,116353,166779,70139,140343, 92543,118316,114860,171761,109093,167339,122146,165031,111311,173876,110010,175964,106710,142203, 89483,118316,114860,170794,111854,1,0,103205,154110,0.4011,0.4014,0.0,0.2,0,0.2544
1579,2,544494,431160,0.0043929996,0.9750,0.2654,20523,459213,1869,28386,3864,396,2314,27929,13993,372652,1369,19443,3158,312,1799,18434,138370, 98813,115283,139577,165985,88828,137127,112316,117645,139013,171838,135690,165830,150313,163513,139546,174443,137011,176971,132905,139192,109883,117645,139013,170519,139093,1,0,127401,152700,0.4548,0.4551,0.2,0.2,0,0.2544
1580,1,540120,426932,0.0036754364,0.9772,0.2819,20040,454318,1840,29706,3817,387,2273,27739,13622,368285,1343,20212,3116,305,1763,18286,137359, 97722,114322,138350,165023,87582,135995,111383,116599,137736,170206,133702,164147,148283,161903,137607,172776,135077,175162,131059,138176,108759,116599,137736,168839,137146,1,0,125850,151349,0.4540,0.4543,0.2,0.2,0,0.2553
1580,2,544105,423191,0.0036754364,0.9772,0.5008,25159,447000,3237,34886,4260,452,2101,27010,16286,359268,2438,22505,3550,337,1563,17244,141878, 79984,121790,117581,167741,71386,141475, 93476,119363,116137,173392,111081,169022,124176,166641,113250,175543,111945,177773,108556,143220, 90608,119363,116137,172474,113801,1,0,104757,155461,0.4026,0.4028,0.0,0.2,0,0.2553
1581,1,540723,421422,0.0025631211,0.9679,0.2772,23956,446021,2336,36954,3778,391,2092,25195,15458,359409,1722,23573,3133,281,1601,16245,147385, 79019,127557,116233,172134,71393,146519, 92731,125405,115860,180641,110782,176308,123869,173802,112940,183619,111164,185090,108253,148398, 89846,125405,115860,179892,113402,1,1,104224,161845,0.3917,0.3920,0.0,0.2,0,0.2574
1581,2,543502,428701,0.0025631211,0.9679,0.3645,21243,455297,2741,27638,4299,448,2282,29554,14450,368144,2059,19144,3533,361,1725,19285,131852, 98687,108555,139697,160630,87574,130951,112128,110557,138012,162958,134001,156861,148590,154742,137918,164699,135857,167845,131362,132998,109521,110557,138012,161421,137546,1,1,126383,144965,0.4658,0.4660,0.2,0.2,0,0.2574
1582,1,542386,429939,0.0005045078,0.9717,0.2665,21082,469460,1856,15532,3900,390,2419,27747,14308,379415,1344,11078,3180,309,1887,18418,140901, 96240,118468,136653,168731,86336,140449,108993,121079,136498,177042,134291,171367,148751,168898,138042,179807,135276,182517,131144,142138,107055,121079,136498,175927,137501,1,0,125222,156926,0.4438,0.4440,0.2,0.4,0,0.1586
1582,2,541839,420184,0.0005045078,0.9717,0.4001,24117,431858,3221,49060,4177,449,1955,27002,15600,348138,2437,31639,3486,333,1439,17112,138336, 81466,117644,119278,164032,72632,137021, 95865,114883,117374,166557,110492,161802,123708,159646,112815,168512,111745,170419,108471,139258, 92312,114883,117374,165387,113446,1,0,105384,149884,0.4128,0.4132,0.2,0.4,0,0.1586
1583,1,540808,418179,0.0024063271,0.9728,0.5423,24679,439345,3192,39745,4223,451,2039,27134,15881,351925,2396,25488,3513,338,1495,17143,140066, 77876,119913,115478,166115,68972,139263, 91965,116983,113842,170517,107045,166037,120158,163667,109363,172529,108143,174636,104774,141338, 88574,116983,113842,169477,109897,1,0,101761,152972,0.3995,0.3999,0.0,0.2,0,0.2535
1583,2,543417,431944,0.0024063271,0.9728,0.2434,20520,461973,1885,24847,3854,388,2335,27615,14027,375628,1385,17229,3153,304,1831,18387,139171, 99830,116199,140452,166649,89996,138207,112894,118978,140031,173082,137738,167132,152301,164877,141495,175790,138879,178299,134840,140058,110793,118978,140031,171836,141051,1,0,128845,153838,0.4558,0.4560,0.2,0.2,0,0.2535
1584,1,541354,426009,0.0013991561,0.9652,0.2112,24709,459762,2474,22439,3928,410,2064,25568,16059,371588,1846,14693,3254,302,1575,16692,137090, 90467,115776,131563,166041,80630,136609,105445,115729,129659,170406,125823,165273,140267,162465,129739,172651,127449,175991,123013,138879,102028,115729,129659,169357,129258,1,0,118405,151802,0.4382,0.4384,0.2,0.4,0,0.1586
1584,2,542871,424114,0.0013991561,0.9652,0.2100,20490,441556,2603,42153,4149,429,2310,29181,13849,355965,1935,28024,3412,340,1751,18838,142147, 87239,120336,124368,166723,78337,140861, 99414,120232,124213,173193,118960,167897,132192,166079,121118,175668,119573,176945,116602,142517, 97339,120232,124213,171956,121689,1,0,112201,155008,0.4199,0.4202,0.2,0.4,0,0.1586
1585,1,541207,426769,0.0016703175,0.9782,0.3460,20886,453379,2691,27533,4332,455,2461,29470,14215,366461,2024,19048,3561,364,1882,19214,137571, 94175,114874,133765,166324,82533,137320,106329,117707,132345,170371,129588,165221,143079,163243,132293,172858,130536,175688,126327,139023,104200,117707,132345,169476,132365,1,0,121097,152118,0.4432,0.4434,0.2,0.4,0,0.1586
1585,2,543018,423354,0.0016703175,0.9782,0.3960,24313,447939,2386,37059,3745,384,1913,25279,15693,361092,1757,23669,3105,278,1444,16316,141666, 83530,121238,122165,166440,76434,140149, 98530,118254,121527,173228,115195,167948,129380,165301,118565,175461,116485,177247,113288,142373, 95167,118254,121527,171837,118583,1,0,109509,154693,0.4145,0.4148,0.2,0.4,0,0.1586
1586,1,543119,429138,0.0018566257,0.9766,0.2473,20137,456982,1857,29731,3815,383,2282,27932,13680,370294,1355,20235,3118,301,1762,18393,138082, 97837,114806,138749,165843,87690,136603,111656,117282,137987,171406,133950,165327,148587,163066,137866,173956,135345,176411,131267,138835,108983,117282,137987,170034,137403,1,1,126093,152278,0.4530,0.4532,0.2,0.2,0,0.2549
1586,2,541106,420985,0.0018566257,0.9766,0.4449,25062,444336,3220,34861,4262,456,2092,26817,16228,357259,2426,22482,3548,341,1564,17137,141155, 79868,121305,117181,166920,71278,140867, 93202,118679,115885,172192,110833,167842,123872,165477,112991,174363,111677,176524,108348,142561, 90384,118679,115885,171280,113544,1,1,104513,154532,0.4035,0.4037,0.0,0.2,0,0.2549
1587,1,541338,414461,0.0014286702,0.9663,0.3601,22659,432198,3025,50043,3630,474,1970,27339,14234,343873,2233,32321,2980,347,1425,17048,147338, 70385,124299,108163,171455,61619,144271, 85677,122569,104374,177517, 94159,172172,107215,169786, 96900,179489, 95638,180651, 92878,146840, 81462,122569,104374,175923, 97358,1,0, 91700,158954,0.3658,0.3666,0.0,0.3,0,0.1983
1587,2,542887,435662,0.0014286702,0.9663,0.2019,22540,469120,2052,14549,4447,365,2404,27410,15674,383680,1548,10396,3686,295,1901,18482,131900,107321,111813,147767,161308,97348,133199,119182,113392,149498,166082,150624,160997,165244,158758,153958,168830,151384,172284,146737,134556,117905,113392,149498,165390,153589,1,0,138906,147856,0.4844,0.4842,0.3,0.3,0,0.1983
1588,1,539704,427926,0.0044428048,0.9815,0.3366,20020,458653,1865,25091,3781,385,2321,27588,13661,371959,1360,17441,3087,302,1807,18309,139225, 97029,116033,137622,166780,86940,137920,110402,118903,136624,173494,133087,167499,147521,165199,136960,175928,134416,178481,130328,139990,107998,118903,136624,172120,136462,1,0,125093,153946,0.4483,0.4486,0.2,0.3,0,0.2070
